"MPG","bodyType","color","description","engine","location","mileage","price","primaryImage","title","transmission","url","vehicleDetails","vin"
"17 city / 22 hwy","SUV","White","Used 2023 Porsche Macan GTS with  All-Wheel Drive, Navigation System, Keyless Entry, Air Suspension, Leather Seats, Heated Seats, Cargo Cover, Bucket Seats, Power Liftgate, Alloy Wheels, and Led Lights","6 Cyl 2.9 L","Culver City, CA  (9 miles from Los Angeles, CA)","19,019 miles","$81,991","https://carfax-img.vast.com/carfax/v2/4673842580744082922/1/344x258","Used 2023 Porsche Macan GTS","Automatic","https://www.carfax.com/vehicle/WP1AF2A58PLB56352","No accident or damage reported to CARFAXNumber of owners unknownLast serviced in Culver City, CA on 05/22/25 ","WP1AF2A58PLB56352"
"30 city / 38 hwy","Sedan","Gray","Used 2019 Honda Civic Touring with  Front-Wheel Drive, Leather Seats","4 Cyl 1.5 L","Whittier, CA  (12 miles from Los Angeles, CA)","117,173 miles","$15,800","https://carfax-img.vast.com/carfax/v2/-1082913597949990449/1/344x258","Used 2019 Honda Civic Touring","Automatic","https://www.carfax.com/vehicle/JHMFC1F9XKX010962","No accident or damage reported to CARFAXPurchased on 03/11/19 and owned in CA until 05/17/25Last serviced at 103,273 miles in Santa Fe Springs, CA on 06/29/24 Driven an estimated 18,932  miles/year.","JHMFC1F9XKX010962"
"18 city / 24 hwy","SUV","Silver","Used 2019 Jeep Cherokee Trailhawk with  Four-Wheel Drive, Keyless Entry, Fog Lights, Blind Spot Monitor, Alloy Wheels, Led Lights, Satellite Radio, Keyless Ignition, and UConnect System","6 Cyl 3.2 L","Santa Ana, CA  (24 miles from Los Angeles, CA)","111,729 miles","$12,990","https://carfax-img.vast.com/carfax/v2/188387239811347800/1/344x258","Used 2019 Jeep Cherokee Trailhawk","Automatic","https://www.carfax.com/vehicle/1C4PJMBXXKD311220","No accident or damage reported to CARFAXPurchased on 11/12/18 and owned in CA until 02/19/25Last serviced at 111,594 miles in Buena Park, CA on 03/28/25 Driven an estimated 17,758  miles/year.","1C4PJMBXXKD311220"
"23 city / 30 hwy","SUV","Gray","Used 2022 Volkswagen Tiguan SE with  Front-Wheel Drive, Remote Start, Keyless Entry, Spoiler, Leather Seats, Heated Seats, Roof Rails, Power Liftgate, 19 Inch Wheels, Alloy Wheels, and Led Lights","4 Cyl 2.0 L","Woodland Hills, CA  (24 miles from Los Angeles, CA)","27,427 miles","$24,995","https://carfax-img.vast.com/carfax/v2/9129769989911822132/1/344x258","Certified Used 2022 Volkswagen Tiguan SE R-Line Black","Automatic","https://www.carfax.com/vehicle/3VVCB7AX4NM126248","No accident or damage reported to CARFAXPurchased on 11/17/22 and owned in CA until 06/01/25Last serviced at 27,428 miles in Woodland Hills, CA on 06/11/25 Driven an estimated 10,799  miles/year.","3VVCB7AX4NM126248"
"17 city / 21 hwy","SUV","White","Used 2023 Land Rover Defender 130 with  All-Wheel Drive, Remote Start, Spare Tire, Navigation System, Keyless Entry, Air Suspension, Fog Lights, Leather Seats, Heated Seats, Bucket Seats, and Blind Spot Monitor","6 Cyl 3.0 L","Calabasas, CA  (27 miles from Los Angeles, CA)","25,169 miles","$59,888","https://carfax-img.vast.com/carfax/v2/-4024198907801120981/1/344x258","Used 2023 Land Rover Defender 130 SE","Automatic","https://www.carfax.com/vehicle/SALEPFEU7P2234661","No accident or damage reported to CARFAXPurchased on 09/07/23 and owned in CA until 06/02/25Last serviced at 25,169 miles in Calabasas, CA on 03/24/25 Driven an estimated 16,278  miles/year.","SALEPFEU7P2234661"
"28 city / 36 hwy","SUV","Silver","Used 2023 Volkswagen Taos S with  Front-Wheel Drive, Keyless Entry, Spoiler, Roof Rails, Alloy Wheels, 17 Inch Wheels, Cloth Seats, and Independent Suspension","4 Cyl 1.5 L","Westlake Village, CA  (36 miles from Los Angeles, CA)","21,315 miles","$19,687","https://carfax-img.vast.com/carfax/v2/-1009290326285539135/1/344x258","Used 2023 Volkswagen Taos S","Automatic","https://www.carfax.com/vehicle/3VVCX7B26PM355294","No accident or damage reported to CARFAXPurchased on 07/13/23 and owned in CA until 03/05/25Last serviced in Westlake Village, CA on 03/17/25 Driven an estimated 12,940  miles/year.","3VVCX7B26PM355294"
"23 city / 33 hwy","Sedan","White","Used 2022 Hyundai Sonata N Line with  Front-Wheel Drive, Navigation System, Keyless Entry, Spoiler, Leather Seats, Heated Seats, 19 Inch Wheels, Alloy Wheels, Splash Guards, Heated Mirrors, and Satellite Radio","4 Cyl 2.5 L","Ontario, CA  (37 miles from Los Angeles, CA)","36,304 miles","$22,553","https://carfax-img.vast.com/carfax/v2/3286881090117685461/1/344x258","Used 2022 Hyundai Sonata N Line","Automatic","https://www.carfax.com/vehicle/KMHL14JC8NA235835","No accident or damage reported to CARFAXPurchased on 09/15/22 and owned in CA until 03/31/25Last serviced at 36,238 miles in Ontario, CA on 04/09/25 Driven an estimated 14,250  miles/year.","KMHL14JC8NA235835"
"14 city / 19 hwy","Convertible","Black","Used 2024 Porsche 718 Spyder RS with  Rear-Wheel Drive, Sound Package Plus, Navigation System, Keyless Entry, Spoiler, Leather Seats, Wind Deflector, Alloy Wheels, 20 Inch Wheels, Heated Mirrors, and Satellite Radio","6 Cyl 4.0 L","Hawthorne, CA  (9 miles from Los Angeles, CA)","1,498 miles","$219,995","https://carfax-img.vast.com/carfax/v2/5658988119010086462/1/344x258","Certified Used 2024 Porsche 718 Spyder RS","Automatic","https://www.carfax.com/vehicle/WP0CE2A89RK240678","No accident or damage reported to CARFAXPurchased on 01/15/25 and owned in CA until 05/17/25Last serviced in Torrance, CA on 05/09/25 Driven an estimated 0  miles/year.","WP0CE2A89RK240678"
"28 city / 36 hwy","Wagon","Blue","Used 2023 Subaru Impreza with  All-Wheel Drive, Keyless Entry, Fog Lights, Spoiler, Heated Seats, Heated Mirrors, Satellite Radio, and 16 Inch Wheels","4 Cyl 2.0 L","Lancaster, CA  (48 miles from Los Angeles, CA)","17,156 miles","$22,984","https://carfax-img.vast.com/carfax/v2/5679377614252374458/1/344x258","Certified Used 2023 Subaru Impreza Premium","Automatic","https://www.carfax.com/vehicle/4S3GTAV66P3713762","No accident or damage reported to CARFAXPurchased on 03/22/23 and owned in CA until 05/13/25Last serviced at 17,132 miles in Lancaster, CA on 05/14/25 Driven an estimated 7,985  miles/year.","4S3GTAV66P3713762"
"45 city / 38 hwy","SUV","Gray","Used 2024 Toyota Corolla Cross S with  All-Wheel Drive, Keyless Entry, Spoiler, Alloy Wheels, 17 Inch Wheels, Heated Mirrors, Satellite Radio, and Cloth Seats","4 Cyl 2.0 L","Downey, CA  (9 miles from Los Angeles, CA)","13,005 miles","$32,038","https://carfax-img.vast.com/carfax/v2/1026492308428062217/1/344x258","Used 2024 Toyota Corolla Cross S","Automatic","https://www.carfax.com/vehicle/7MUFBABG5RV029336","No accident or damage reported to CARFAXPurchased on 04/11/24 and owned in CA until 05/05/25Last serviced in Downey, CA on 05/12/25 Driven an estimated 12,202  miles/year.","7MUFBABG5RV029336"
"24 city / 33 hwy","Sedan","Gray","Used 2024 Alfa Romeo Giulia Ti with  Rear-Wheel Drive, Navigation System, Keyless Entry, Leather Seats, Heated Seats, Heated Steering Wheel, 18 Inch Wheels, Alloy Wheels, Heated Mirrors, Satellite Radio, and Seat Memory","4 Cyl 2.0 L","Glendale, CA  (11 miles from Los Angeles, CA)","8,400 miles","$35,600","https://carfax-img.vast.com/carfax/v2/-6501946429338823629/1/344x258","Certified Used 2024 Alfa Romeo Giulia Ti","Automatic","https://www.carfax.com/vehicle/ZARFAMBN7R7681369","Other damage reportedPurchased on 01/17/24 and owned in CA until 05/28/25Last serviced in Glendale, CA on 05/30/25 Driven an estimated 6,169  miles/year.","ZARFAMBN7R7681369"
"14 city / 18 hwy","Pickup","Beige","Used 2008 Toyota Tundra Limited Edition with  Rear-Wheel Drive, Navigation System, DVD, Keyless Entry, Fog Lights, Trailer Hitch, Leather Seats, Double Cab, Heated Seats, Alloy Wheels, and 20 Inch Wheels","8 Cyl 5.7 L","LA HABRA, CA  (18 miles from Los Angeles, CA)","149,446 miles","$14,488","https://carfax-img.vast.com/carfax/v2/-4390378734453128315/1/344x258","Used 2008 Toyota Tundra Limited Edition","Automatic","https://www.carfax.com/vehicle/5TFRV58148X037154","No accident or damage reported to CARFAXPurchased on 06/27/09 and owned in CA until 06/06/25Last serviced at 149,449 miles in La Habra, CA on 05/29/25 Driven an estimated 9,351  miles/year.","5TFRV58148X037154"
